orgao_id;Id_Antigo;Id_Novo;codigo_setor;nome_setor;ativo;logradouro;numero;complemento;bairro;cidade;estado;cep;telefone;email;data_criacao;data_atualizacao;latitude;longitude
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;11;34d40503-673f-4c19-8c98-5c40782236de;013.AGEATARU;Agência de Atendimento de Araguaçu;1;atualizar endereço;0;;CENTRO;ARAGUACU;TO;77475000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1292665084;-4982941942
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;12;ca438a87-56e8-42b9-83bc-092291498eae;013.AGEATARA;Agência de Atendimento de Araguaína;1;atualizar endereço;0;;CENTRO;ARAGUAINA;TO;77804180;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-718790788;-4821020785
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;13;280a3679-328a-4810-baa0-b6f8a446ae72;013.AGEATAGN;Agência de Atendimento de Araguanã;1;atualizar endereço;0;;CENTRO;ARAGUANÃ;TO;77855000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-658020265;-486424929
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;14;cc8e7cdb-2965-4cbc-8d48-f8c8eddebed9;013.AGEATAGI;Agência de Atendimento de Araguatins;1;atualizar endereço;0;;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-564611309;-4811789532
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;15;c13e5fe1-5928-468a-ac55-4e67fa839be8;013.AGEATARP;Agência de Atendimento de Arapoema;1;atualizar endereço;0;;CENTRO;ARAPOEMA;TO;77780000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-765730758;-4906621335
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;16;a71eb320-dec0-445b-b109-e55e8971b375;013.AGEATARR;Agência de Atendimento de Arraias;1;atualizar endereço;0;;CENTRO;ARRAIAS;TO;77330000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1292648446;-4694742596
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;17;0e932c30-d664-442b-b49c-a20feca3547c;013.AGEATAUG;Agência de Atendimento de Augustinópolis;1;atualizar endereço;0;;CENTRO;SAMPAIO;TO;77980000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-535306399;-4787794871
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;18;e89789ca-ac28-494d-b488-07c2d0f7fb49;013.AGEATAUT;Agência de Atendimento de Aurora do Tocantins;1;atualizar endereço;0;;CENTRO;AURORA DO TOCANTINS;TO;77325000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1271259782;-4640821519
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;19;6a8fb342-6599-4ce6-aebe-12b4bb61791a;013.AGEATAXT;Agência de Atendimento de Axixá do Tocantins;1;atualizar endereço;0;;CENTRO;AXIXA DO TOCANTINS;TO;77930000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-561353831;-4776648583
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;20;fb581bbc-619b-4b45-9dd6-1c311b92e238;013.AGEATBBL;Agência de Atendimento de Babaçulândia;1;atualizar endereço;0;;CENTRO;BABACULANDIA;TO;77870000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-720257193;-4775975064
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;21;30500880-96f2-4e3d-8429-82b3a45595f3;013.AGEATBAT;Agência de Atendimento de Bandeirantes do Tocantins;1;atualizar endereço;0;;CENTRO;BANDEIRANTES DO TOCANTINS;TO;77783000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-77604789;-4857865857
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;22;cdec726c-4c2b-45c0-9620-5c4f7e02cd01;013.AGEATBAR;Agência de Atendimento de Barrolândia;1;atualizar endereço;0;;CENTRO;BARROLANDIA;TO;77665000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-9836278;-4872490463
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;23;d6316b4a-f140-4f6b-b943-23f0b3937392;013.AGEATBES;Agência de Atendimento de Bernardo Sayão;1;atualizar endereço;0;;CENTRO;BERNARDO SAYAO;TO;77755000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-788043425;-4889638194
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;24;5e1fe26e-b790-45d7-8a88-4d08fd981ed2;013.AGEATBJT;Agência de Atendimento de Bom Jesus do Tocantins;1;atualizar endereço;0;;CENTRO;BOM JESUS DO TOCANTINS;TO;77714000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-896216893;-4816224659
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;25;c0942c5a-4c97-41f3-b46e-af4c83c7057f;013.AGEATBRT;Agência de Atendimento de Brasilândia do Tocantins;1;atualizar endereço;0;;CENTRO;BRASILANDIA DO TOCANTINS;TO;77735000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-838832003;-4848438475
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;26;6a37c0da-d839-4816-9930-a2bb07639e02;013.AGEATBRN;Agência de Atendimento de Brejinho de Nazaré;1;atualizar endereço;0;;CENTRO;BREJINHO DE NAZARE;TO;77560000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1101393859;-4856392375
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;27;5d0e553d-4a53-4471-a319-4c1659536971;013.AGEATBUT;Agência de Atendimento de Buriti do Tocantins;1;atualizar endereço;0;;CENTRO;BURITI DO TOCANTINS;TO;77995000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-531616092;-4822666339
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;28;dbb29742-cf65-4fe0-8b05-1e3a8fce180f;013.AGEATCAL;Agência de Atendimento de Campos Lindos;1;atualizar endereço;0;;CENTRO;CAMPOS LINDOS;TO;77777000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-797383037;-4680170642
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;29;ffccce5d-ce57-4480-ba13-54043ed3a2a5;013.AGEATCRR;Agência de Atendimento de Cariri do Tocantins;1;atualizar endereço;0;;CENTRO;CARIRI DO TOCANTINS;TO;77453000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1189183885;-4915982345
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;30;9bbc525e-0f5d-4d00-9be8-264b7a968d07;013.AGEATCAR;Agência de Atendimento de Carmolândia;1;atualizar endereço;0;;CENTRO;CARMOLANDIA;TO;77840000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-703554318;-4839600976
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;31;cae74934-afc8-4594-ab9b-f8b08ee961b5;013.AGEATCAS;Agência de Atendimento de Caseara;1;atualizar endereço;0;;CENTRO;CASEARA;TO;77680000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-927089821;-4995509705
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;32;551daec4-f8ff-42e5-8c4d-397b47d88876;013.AGEATCOL;Agência de Atendimento de Colinas do Tocantins;1;atualizar endereço;0;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-805561687;-4847679668
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;33;e7f09fd2-96ec-4a14-b899-61165d9b8f7e;013.AGEATCML;Agência de Atendimento de Colméia;1;atualizar endereço;0;;CENTRO;COLMEIA;TO;77725000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-87298533;-4875524082
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;34;3f48f811-41e4-486a-97d2-5cfd7fe9ba7a;013.AGEATCBN;Agência de Atendimento de Combinado;1;atualizar endereço;0;;CENTRO;COMBINADO;TO;77350000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1281211057;-465483844
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;35;a29b6449-cd78-4949-8098-212ab68d2701;013.AGEATCOT;Agência de Atendimento de Conceição do Tocantins;1;atualizar endereço;0;;CENTRO;CONCEICAO DO TOCANTINS;TO;77305000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1222112271;-4729368428
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;36;a9d706d5-c2a9-4808-999e-6b366e0771f3;013.AGEATCOM;Agência de Atendimento de Couto Magalhães;1;atualizar endereço;0;;CENTRO;COUTO MAGALHAES;TO;77750000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-835932739;-4917851748
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;37;3b037e69-21d5-48d0-af09-dda361b8a2b7;013.AGEATCRI;Agência de Atendimento de Cristalãndia;1;atualizar endereço;0;;CENTRO;CRISTALÂNDIA;TO;77490000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1059956173;-4919369924
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;38;05497731-6453-4ea7-80c7-0e994fc89efc;013.AGEATDAR;Agência de Atendimento de Darcinópolis;1;atualizar endereço;0;;CENTRO;DARCINOPOLIS;TO;77910000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-670896138;-4775139313
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;39;ce628839-1154-463a-a965-62f81a5c57d3;013.AGEATDIA;Agência de Atendimento de Dianópolis;1;atualizar endereço;0;;CENTRO;DIANOPOLIS;TO;77300000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1161999625;-4682309188
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;40;a4c2d820-4c8c-407d-9a66-9e8a3280cec8;013.AGEATDIV;Agência de Atendimento de Divinópolis do Tocantins;1;atualizar endereço;0;;CENTRO;DIVINOPOLIS DO TOCANTINS;TO;77670000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-980096528;-4921154317
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;41;7de8e26c-f772-4ad5-a06a-ae6c1cc2af6b;013.AGEATDOI;Agência de Atendimento de Dois irmãos do Tocantins;1;atualizar endereço;0;;CENTRO;DOIS IRMÃOS DO TOCANTINS;TO;77685000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-925356354;-490658034
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;42;c934b917-80f8-403e-9369-2279a83adc47;013.AGEATDUE;Agência de Atendimento de Dueré;1;atualizar endereço;0;;CENTRO;DUERE;TO;77485000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-113428046;-4926678068
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;43;64821a4d-59a7-4d09-bd57-b69f0235c558;013.AGEATFAT;Agência de Atendimento de Fátima;1;atualizar endereço;0;;CENTRO;FATIMA;TO;77555000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1075941919;-4890421942
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;44;96e61980-28eb-4ef6-bece-f76ed3d9a6b8;013.AGEATFIG;Agência de Atendimento de Figueirópolis;1;atualizar endereço;0;;CENTRO;FIGUEIROPOLIS;TO;77465000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1213411729;-4917324924
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;45;54c7d261-d828-475d-b7d4-2b021da2d20c;013.AGEATFID;Agência de Atendimento de Filadélfia;1;atualizar endereço;0;;CENTRO;FILADELFIA;TO;77795000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-733709974;-4749678275
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;46;a88c0841-7ddd-4e0b-a8e8-b0834fdbcb0e;013.AGEATFOA;Agência de Atendimento de Formoso do Araguaia;1;atualizar endereço;0;;CENTRO;FORMOSO DO ARAGUAIA;TO;77470000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1180786744;-4952335182
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;47;b149008c-1877-427d-b5e5-d8c56960b1a4;013.AGEATGOI;Agência de Atendimento de Goianorte;1;atualizar endereço;0;;CENTRO;GOIANORTE;TO;77695000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-877052588;-489353388
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;48;6274c7fe-3954-4acc-9f1e-dccf452d85e6;013.AGEATGOT;Agência de Atendimento de Goiatins;1;atualizar endereço;0;;CENTRO;GOIATINS;TO;77770000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-771143087;-4731702262
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;49;47193e28-cf85-492d-8977-fa211d205087;013.AGEATGUA;Agência de Atendimento de Guaraí;1;atualizar endereço;0;;CENTRO;GUARAI;TO;77700000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-883809054;-4851318267
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;50;9088d2fa-5154-4da8-8b4c-8a7e8b92fbbb;013.AGEATGUR;Agência de Atendimento de Gurupi;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77410070;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-117199638;-4907489369
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;51;4b0e9555-dad4-415b-a486-c3ac7b644c54;013.AGEATITA;Agência de Atendimento de Itacajá;1;atualizar endereço;0;;CENTRO;ITACAJA;TO;77720000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-839109511;-47772244
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;52;085df2cc-f231-4bbc-a30e-e0a316e7ed2c;013.AGEATITG;Agência de Atendimento de Itaguatins;1;atualizar endereço;0;;CENTRO;ITAGUATINS;TO;77920000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-577367351;-4748091584
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;53;8c22b54f-4b68-47ef-a77d-c982a9d0862d;013.AGEATITP;Agência de Atendimento de Itapiratins;1;atualizar endereço;0;;CENTRO;ITAPIRATINS;TO;77718000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-838326468;-4810648883
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;54;9890344f-ee71-4f72-b54f-dc6ad32f2cff;013.AGEATITT;Agência de Atendimento de Itaporã do Tocantins;1;atualizar endereço;0;;CENTRO;ITAPORA DO TOCANTINS;TO;77740000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-857266116;-4869020596
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;55;e988a423-a12d-4da6-866a-820efbe24faa;013.AGEATJAT;Agência de Atendimento de Jaú do Tocantins;1;atualizar endereço;0;;CENTRO;JAU DO TOCANTINS;TO;77450000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1265267632;-4859176286
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;56;d5c0bcec-dc34-4970-af13-b3a2e6e89536;013.AGEATLAC;Agência de Atendimento de Lagoa da Confusão;1;atualizar endereço;0;;CENTRO;LAGOA DA CONFUSAO;TO;77493000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1078792529;-4962218119
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;57;354522d0-de35-4ebb-a379-4c8670e22d32;013.AGEATLAT;Agência de Atendimento de Lagoa do Tocantins;1;atualizar endereço;0;;CENTRO;LAGOA DO TOCANTINS;TO;77613000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1029671499;-4756562129
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;58;7aca5e82-2a26-4685-9a11-df5c66d1640f;013.AGEATLAG;Agência de Atendimento de Lajeado;1;atualizar endereço;0;;CENTRO;LAJEADO;TO;77645000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-975461279;-4835601906
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;59;1df76d41-387b-4abc-b54d-e76c36b7f81e;013.AGEATMAE;Agência de Atendimento de Mateiros;1;atualizar endereço;0;;CENTRO;MATEIROS;TO;77593000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1054664632;-464173509
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;60;f3841f6a-8e31-4f7e-803d-a223065a1292;013.AGEATMIT;Agência de Atendimento de Miracema do Tocantins;1;atualizar endereço;0;;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-955909616;-4840757681
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;61;0535abc6-7191-4110-8cca-10bc426c71b0;013.AGEATMIR;Agência de Atendimento de Miranorte;1;atualizar endereço;0;;CENTRO;MIRANORTE;TO;77660000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-953612284;-4859015601
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;62;9035b833-3d83-404c-9bc2-59538b0df61c;013.AGEATMTC;Agência de Atendimento de Monte do Carmo;1;atualizar endereço;0;;CENTRO;MONTE DO CARMO;TO;77585000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1076355265;-481101161
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;63;714b098f-2111-4aba-b3da-9efce523072a;013.AGEATMOT;Agência de Atendimento de Monte Santo do Tocantins;1;atualizar endereço;0;;CENTRO;MONTE SANTO;TO;77673000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1000618113;-4899087738
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;64;0f98b224-b01c-4a0c-bbf8-af7052e64555;013.AGEATMUR;Agência de Atendimento de Muricilãndia;1;atualizar endereço;0;;CENTRO;MURICILANDIA;TO;77850000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-714477226;-4860741611
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;65;42613d9a-3475-41d5-9972-5309ed1fbfab;013.AGEATNAT;Agência de Atendimento de Natividade;1;atualizar endereço;0;;CENTRO;NATIVIDADE;TO;77370000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1170880027;-4772700335
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;66;46806ea8-5fa2-4a71-906b-8fa401d51713;013.AGEATNAZ;Agência de Atendimento de Nazaré;1;atualizar endereço;0;;CENTRO;NAZARE;TO;77895000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-63723108;-4766051718
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;67;387c8145-859d-4cc2-b68a-e22b625d420a;013.AGEATNOO;Agência de Atendimento de Nova Olinda;1;atualizar endereço;0;;CENTRO;NOVA OLINDA;TO;77790000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-763679475;-4842090492
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;68;a9707494-d2d9-46f7-93ff-5926bb3c8e80;013.AGEATNRO;Agência de Atendimento de Nova Rosalândia;1;atualizar endereço;0;;CENTRO;NOVA ROSALANDIA;TO;77495000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1056716495;-4891099774
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;69;b862e196-bf7d-459e-9050-b5b20546fb1c;013.AGEATNAC;Agência de Atendimento de Novo Acordo;1;atualizar endereço;0;;CENTRO;NOVO ACORDO;TO;77001566;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-996619499;-4768042831
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;70;44be07a9-2a5a-40db-b8d6-6cebb2c4e5d5;013.AGEATNAL;Agência de Atendimento de Novo Alegre;1;atualizar endereço;0;;CENTRO;NOVO ALEGRE;TO;77353000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1291525868;-4657648926
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;71;27da4bfb-4b86-4991-a308-e29f25a54392;013.AGEATNJA;Agência de Atendimento de Novo Jardim;1;atualizar endereço;0;;CENTRO;DIANOPOLIS;TO;77300000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1161999625;-4682309188
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;72;5d2ec7d4-99eb-42d4-bd4d-b401d1b72afc;013.AGEATPAL;Agência de Atendimento de Palmas;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1018257356;-483362181
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;73;554caaa3-ac6c-4219-8e29-68297f49eb09;013.AGEATPAT;Agência de Atendimento de Palmeiras do Tocantins;1;atualizar endereço;0;;CENTRO;AGUIARNOPOLIS;TO;77908000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-655890546;-4747688129
04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;74;14050ab6-15e5-4db5-af59-26f031c9d537;013.AGEATPME;Agência de Atendimento de Palmeirópolis;1;atualizar endereço;0;;CENTRO;PALMEIROPOLIS;TO;77365000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-130423009;-4841021533
