id;orgao_id;codigo_setor;nome_setor;ativo;logradouro;numero;complemento;bairro;cidade;estado;cep;telefone;email;data_criacao;data_atualizacao;latitude;longitude
27;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATBUT;Agência de Atendimento de Buriti do Tocantins;1;atualizar endereço;0;;CENTRO;BURITI DO TOCANTINS;TO;77995000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-531616092;-4822666339
28;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCAL;Agência de Atendimento de Campos Lindos;1;atualizar endereço;0;;CENTRO;CAMPOS LINDOS;TO;77777000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-797383037;-4680170642
29;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCRR;Agência de Atendimento de Cariri do Tocantins;1;atualizar endereço;0;;CENTRO;CARIRI DO TOCANTINS;TO;77453000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1189183885;-4915982345
30;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCAR;Agência de Atendimento de Carmolândia;1;atualizar endereço;0;;CENTRO;CARMOLANDIA;TO;77840000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-703554318;-4839600976
31;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCAS;Agência de Atendimento de Caseara;1;atualizar endereço;0;;CENTRO;CASEARA;TO;77680000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-927089821;-4995509705
32;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCOL;Agência de Atendimento de Colinas do Tocantins;1;atualizar endereço;0;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-805561687;-4847679668
33;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCML;Agência de Atendimento de Colméia;1;atualizar endereço;0;;CENTRO;COLMEIA;TO;77725000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-87298533;-4875524082
34;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCBN;Agência de Atendimento de Combinado;1;atualizar endereço;0;;CENTRO;COMBINADO;TO;77350000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1281211057;-465483844
35;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCOT;Agência de Atendimento de Conceição do Tocantins;1;atualizar endereço;0;;CENTRO;CONCEICAO DO TOCANTINS;TO;77305000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1222112271;-4729368428
36;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCOM;Agência de Atendimento de Couto Magalhães;1;atualizar endereço;0;;CENTRO;COUTO MAGALHAES;TO;77750000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-835932739;-4917851748
37;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATCRI;Agência de Atendimento de Cristalãndia;1;atualizar endereço;0;;CENTRO;CRISTALÂNDIA;TO;77490000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1059956173;-4919369924
38;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATDAR;Agência de Atendimento de Darcinópolis;1;atualizar endereço;0;;CENTRO;DARCINOPOLIS;TO;77910000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-670896138;-4775139313
39;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATDIA;Agência de Atendimento de Dianópolis;1;atualizar endereço;0;;CENTRO;DIANOPOLIS;TO;77300000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1161999625;-4682309188
40;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATDIV;Agência de Atendimento de Divinópolis do Tocantins;1;atualizar endereço;0;;CENTRO;DIVINOPOLIS DO TOCANTINS;TO;77670000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-980096528;-4921154317
41;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATDOI;Agência de Atendimento de Dois irmãos do Tocantins;1;atualizar endereço;0;;CENTRO;DOIS IRMÃOS DO TOCANTINS;TO;77685000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-925356354;-490658034
42;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATDUE;Agência de Atendimento de Dueré;1;atualizar endereço;0;;CENTRO;DUERE;TO;77485000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-113428046;-4926678068
43;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATFAT;Agência de Atendimento de Fátima;1;atualizar endereço;0;;CENTRO;FATIMA;TO;77555000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1075941919;-4890421942
44;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATFIG;Agência de Atendimento de Figueirópolis;1;atualizar endereço;0;;CENTRO;FIGUEIROPOLIS;TO;77465000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1213411729;-4917324924
45;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATFID;Agência de Atendimento de Filadélfia;1;atualizar endereço;0;;CENTRO;FILADELFIA;TO;77795000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-733709974;-4749678275
46;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATFOA;Agência de Atendimento de Formoso do Araguaia;1;atualizar endereço;0;;CENTRO;FORMOSO DO ARAGUAIA;TO;77470000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1180786744;-4952335182
47;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATGOI;Agência de Atendimento de Goianorte;1;atualizar endereço;0;;CENTRO;GOIANORTE;TO;77695000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-877052588;-489353388
48;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATGOT;Agência de Atendimento de Goiatins;1;atualizar endereço;0;;CENTRO;GOIATINS;TO;77770000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-771143087;-4731702262
49;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATGUA;Agência de Atendimento de Guaraí;1;atualizar endereço;0;;CENTRO;GUARAI;TO;77700000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-883809054;-4851318267
50;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATGUR;Agência de Atendimento de Gurupi;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77410070;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-117199638;-4907489369
51;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATITA;Agência de Atendimento de Itacajá;1;atualizar endereço;0;;CENTRO;ITACAJA;TO;77720000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-839109511;-47772244
52;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATITG;Agência de Atendimento de Itaguatins;1;atualizar endereço;0;;CENTRO;ITAGUATINS;TO;77920000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-577367351;-4748091584
53;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATITP;Agência de Atendimento de Itapiratins;1;atualizar endereço;0;;CENTRO;ITAPIRATINS;TO;77718000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-838326468;-4810648883
54;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATITT;Agência de Atendimento de Itaporã do Tocantins;1;atualizar endereço;0;;CENTRO;ITAPORA DO TOCANTINS;TO;77740000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-857266116;-4869020596
55;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATJAT;Agência de Atendimento de Jaú do Tocantins;1;atualizar endereço;0;;CENTRO;JAU DO TOCANTINS;TO;77450000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1265267632;-4859176286
56;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATLAC;Agência de Atendimento de Lagoa da Confusão;1;atualizar endereço;0;;CENTRO;LAGOA DA CONFUSAO;TO;77493000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1078792529;-4962218119
57;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATLAT;Agência de Atendimento de Lagoa do Tocantins;1;atualizar endereço;0;;CENTRO;LAGOA DO TOCANTINS;TO;77613000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1029671499;-4756562129
58;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATLAG;Agência de Atendimento de Lajeado;1;atualizar endereço;0;;CENTRO;LAJEADO;TO;77645000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-975461279;-4835601906
59;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMAE;Agência de Atendimento de Mateiros;1;atualizar endereço;0;;CENTRO;MATEIROS;TO;77593000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1054664632;-464173509
60;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMIT;Agência de Atendimento de Miracema do Tocantins;1;atualizar endereço;0;;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-955909616;-4840757681
61;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMIR;Agência de Atendimento de Miranorte;1;atualizar endereço;0;;CENTRO;MIRANORTE;TO;77660000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-953612284;-4859015601
62;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMTC;Agência de Atendimento de Monte do Carmo;1;atualizar endereço;0;;CENTRO;MONTE DO CARMO;TO;77585000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1076355265;-481101161
63;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMOT;Agência de Atendimento de Monte Santo do Tocantins;1;atualizar endereço;0;;CENTRO;MONTE SANTO;TO;77673000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1000618113;-4899087738
64;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATMUR;Agência de Atendimento de Muricilãndia;1;atualizar endereço;0;;CENTRO;MURICILANDIA;TO;77850000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-714477226;-4860741611
65;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNAT;Agência de Atendimento de Natividade;1;atualizar endereço;0;;CENTRO;NATIVIDADE;TO;77370000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1170880027;-4772700335
66;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNAZ;Agência de Atendimento de Nazaré;1;atualizar endereço;0;;CENTRO;NAZARE;TO;77895000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-63723108;-4766051718
67;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNOO;Agência de Atendimento de Nova Olinda;1;atualizar endereço;0;;CENTRO;NOVA OLINDA;TO;77790000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-763679475;-4842090492
68;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNRO;Agência de Atendimento de Nova Rosalândia;1;atualizar endereço;0;;CENTRO;NOVA ROSALANDIA;TO;77495000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1056716495;-4891099774
69;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNAC;Agência de Atendimento de Novo Acordo;1;atualizar endereço;0;;CENTRO;NOVO ACORDO;TO;77001566;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-996619499;-4768042831
70;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNAL;Agência de Atendimento de Novo Alegre;1;atualizar endereço;0;;CENTRO;NOVO ALEGRE;TO;77353000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1291525868;-4657648926
71;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATNJA;Agência de Atendimento de Novo Jardim;1;atualizar endereço;0;;CENTRO;DIANOPOLIS;TO;77300000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1161999625;-4682309188
72;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPAL;Agência de Atendimento de Palmas;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1018257356;-483362181
73;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPAT;Agência de Atendimento de Palmeiras do Tocantins;1;atualizar endereço;0;;CENTRO;AGUIARNOPOLIS;TO;77908000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-655890546;-4747688129
74;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPME;Agência de Atendimento de Palmeirópolis;1;atualizar endereço;0;;CENTRO;PALMEIROPOLIS;TO;77365000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-130423009;-4841021533
75;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPTO;Agência de Atendimento de Paraiso do Tocantins;1;atualizar endereço;0;;CENTRO;PARAISO DO TOCANTINS;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1017021889;-4888231481
76;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPAR;Agência de Atendimento de Paranã;1;atualizar endereço;0;;CENTRO;PARANA;TO;77360000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1261686606;-478750876
77;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPDR;Agência de Atendimento de Pau D´arco;1;atualizar endereço;0;;CENTRO;PAU DARCO;TO;77785000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-75422365;-4936723715
78;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPEF;Agência de Atendimento de Pedro Afonso;1;atualizar endereço;0;;CENTRO;GUARAI;TO;77700000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-883809054;-4851318267
79;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPEI;Agência de Atendimento de Peixe;1;atualizar endereço;0;;CENTRO;PEIXE;TO;77460000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-120378256;-4854199551
80;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPEQ;Agência de Atendimento de Pequizeiro;1;atualizar endereço;0;;CENTRO;PEQUIZEIRO;TO;77730000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-859390611;-4893540697
81;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPIN;Agência de Atendimento de Pindorama do Tocantins;1;atualizar endereço;0;;CENTRO;PINDORAMA DO TOCANTINS;TO;77380000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1113647682;-4757978727
82;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPJB;Agência de Atendimento de Ponte Alta do Bom Jesus;1;atualizar endereço;0;;CENTRO;PONTE ALTA DO BOM JESUS;TO;77315000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1208861513;-4647779588
83;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPOT;Agência de Atendimento de Ponte Alta do Tocantins;1;atualizar endereço;0;;CENTRO;PONTE ALTA DO TOCANTINS;TO;77590000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1074379304;-4753909132
84;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPNA;Agência de Atendimento de Porto Nacional;1;atualizar endereço;0;;CENTRO;PORTO NACIONAL;TO;77500-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-107098676;-4840929633
85;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPRK;Agência de Atendimento de Presidente Kennedy;1;atualizar endereço;0;;CENTRO;PRESIDENTE KENNEDY;TO;77745000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-853044082;-485059783
86;04e86ec7-8fdd-4e80-ade9-1d4eb45447a3;013.AGEATPUG;Agência de Atendimento de Pugmil;1;R. Pernambuco;sem número;;CENTRO;Pugmil;TO;77603-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;14/10/2025 09:26;14/11/2025 08:15;-1042514622;-4889539361
